Country Code,Country Name,Series Code,Series Name,Value,Year
ALB,Albania,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",79.467,2019
ALB,Albania,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",77.824,2020
ALB,Albania,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",76.844,2021
ALB,Albania,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",78.769,2022
ALB,Albania,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",79.602,2023
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",27.1,2000
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",25.7,2001
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",24.3,2002
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",22.9,2003
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",21.4,2004
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",20,2005
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",18.5,2006
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",17.1,2007
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",15.8,2008
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",14.5,2009
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",13.3,2010
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",12.2,2011
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",11.2,2012
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",10.5,2013
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.9,2014
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.6,2015
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.4,2016
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.3,2017
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.3,2018
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.4,2019
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.4,2020
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.5,2021
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.4,2022
ALB,Albania,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",9.4,2023
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),65.47674561,2000
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),73.92171478,2001
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),78.72909546,2002
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),105.436676,2003
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),136.5072479,2004
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),149.9751587,2005
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),164.2209015,2006
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),209.3191071,2007
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),237.1034088,2008
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),236.9424439,2009
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),253.9824677,2010
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),273.7529297,2011
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),260.683197,2012
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),276.0765686,2013
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),293.1267395,2014
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),253.9334717,2015
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),275.4367676,2016
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),295.523468,2017
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),349.2112732,2018
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),366.3401489,2019
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),396.1747742,2020
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),465.5704346,2021
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),414.3502502,2022
ALB,Albania,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),..,2023
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),26.56685911,2000
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),27.18406666,2001
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),27.76949586,2002
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),28.33333373,2003
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),28.87539967,2004
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),29.69357088,2005
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),30.5252627,2006
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),31.33349315,2007
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),32.11821439,2008
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),32.88005795,2009
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),33.61827883,2010
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),34.3334885,2011
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),35.02541081,2012
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),37.18725842,2013
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),39.37208037,2014
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),41.58020892,2015
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),43.81117086,2016
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),46.06486439,2017
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),48.34122723,2018
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),50.48371744,2019
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),52.5809494,2020
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),54.45247979,2021
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),56.34649342,2022
ALB,Albania,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),..,2023
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),1772.928691,2000
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),1896.300209,2001
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),1937.464114,2002
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),2283.772993,2003
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),2816.99385,2004
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),3233.133396,2005
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),3660.661047,2006
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4167.451699,2007
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),5180.918815,2008
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4235.429905,2009
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4912.785855,2010
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),5916.313644,2011
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),6033.648847,2012
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),5979.60139,2013
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),6094.693923,2014
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4685.059027,2015
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4424.98529,2016
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4554.66754,2017
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4577.210292,2018
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4468.453419,2019
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),3743.541952,2020
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4160.559267,2021
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),4961.552577,2022
DZA,Algeria,NY.GDP.PCAP.CD,GDP per capita (current US$),5364.02795,2023
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",70.576,2000
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",71.025,2001
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",71.644,2002
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",71.906,2003
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",72.536,2004
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",72.836,2005
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",73.116,2006
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",73.346,2007
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",73.618,2008
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",73.871,2009
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",74.144,2010
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",74.383,2011
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",74.609,2012
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",74.809,2013
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",74.992,2014
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",75.159,2015
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",75.31,2016
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",75.431,2017
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",75.555,2018
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",75.682,2019
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",73.257,2020
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",75.208,2021
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",76.129,2022
DZA,Algeria,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",76.261,2023
DZA,Algeria,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",41.6,2000
DZA,Algeria,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",40.1,2001
DZA,Algeria,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",38.5,2002
DZA,Algeria,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",37,2003
DZA,Algeria,SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",35.4,2004
